GEO_ID,NAME,county_fips,population_total,median_age_years,female_pct
0500000US18173,"Warrick County, Indiana",18173,65261,41.1,
0500000US18175,"Washington County, Indiana",18175,28212,41.5,
0500000US18177,"Wayne County, Indiana",18177,66397,41.0,
0500000US18179,"Wells County, Indiana",18179,28420,39.8,
0500000US18181,"White County, Indiana",18181,24717,42.8,
0500000US18183,"Whitley County, Indiana",18183,34618,41.3,
0500000US19001,"Adair County, Iowa",19001,7460,42.4,
0500000US19003,"Adams County, Iowa",19003,3622,46.3,
0500000US19005,"Allamakee County, Iowa",19005,14092,43.1,
0500000US19007,"Appanoose County, Iowa",19007,12184,43.5,
0500000US19009,"Audubon County, Iowa",19009,5599,47.0,
0500000US19011,"Benton County, Iowa",19011,25724,43.1,
0500000US19013,"Black Hawk County, Iowa",19013,131049,35.7,
0500000US19015,"Boone County, Iowa",19015,26668,42.4,
0500000US19017,"Bremer County, Iowa",19017,25204,39.0,
0500000US19019,"Buchanan County, Iowa",19019,20694,40.3,
0500000US19021,"Buena Vista County, Iowa",19021,20753,35.6,
0500000US19023,"Butler County, Iowa",19023,14268,43.7,
0500000US19025,"Calhoun County, Iowa",19025,9803,42.8,
0500000US19027,"Carroll County, Iowa",19027,20594,41.1,
0500000US19029,"Cass County, Iowa",19029,13096,43.5,
0500000US19031,"Cedar County, Iowa",19031,18349,44.0,
0500000US19033,"Cerro Gordo County, Iowa",19033,42632,44.0,
0500000US19035,"Cherokee County, Iowa",19035,11600,44.0,
0500000US19037,"Chickasaw County, Iowa",19037,11807,43.1,
0500000US19039,"Clarke County, Iowa",19039,9662,37.9,
0500000US19041,"Clay County, Iowa",19041,16461,42.3,
0500000US19043,"Clayton County, Iowa",19043,17013,46.4,
0500000US19045,"Clinton County, Iowa",19045,46268,42.4,
0500000US19047,"Crawford County, Iowa",19047,16277,37.9,
0500000US19049,"Dallas County, Iowa",19049,107968,36.1,
0500000US19051,"Davis County, Iowa",19051,9157,36.3,
0500000US19053,"Decatur County, Iowa",19053,7759,36.1,
0500000US19055,"Delaware County, Iowa",19055,17558,43.4,
0500000US19057,"Des Moines County, Iowa",19057,38487,42.3,
0500000US19059,"Dickinson County, Iowa",19059,17990,48.7,
0500000US19061,"Dubuque County, Iowa",19061,99030,39.1,
0500000US19063,"Emmet County, Iowa",19063,9262,42.9,
0500000US19065,"Fayette County, Iowa",19065,19288,43.9,
0500000US19067,"Floyd County, Iowa",19067,15328,43.5,
0500000US19069,"Franklin County, Iowa",19069,9956,42.7,
0500000US19071,"Fremont County, Iowa",19071,6514,46.8,
0500000US19073,"Greene County, Iowa",19073,8688,44.6,
0500000US19075,"Grundy County, Iowa",19075,12384,41.9,
0500000US19077,"Guthrie County, Iowa",19077,10688,46.7,
0500000US19079,"Hamilton County, Iowa",19079,14886,41.7,
0500000US19081,"Hancock County, Iowa",19081,10671,44.6,
0500000US19083,"Hardin County, Iowa",19083,16639,45.4,
0500000US19085,"Harrison County, Iowa",19085,14632,42.1,
0500000US19087,"Henry County, Iowa",19087,20004,41.1,
0500000US19089,"Howard County, Iowa",19089,9445,39.2,
0500000US19091,"Humboldt County, Iowa",19091,9591,42.1,
0500000US19093,"Ida County, Iowa",19093,6911,42.0,
0500000US19095,"Iowa County, Iowa",19095,16507,42.4,
0500000US19097,"Jackson County, Iowa",19097,19390,44.7,
0500000US19099,"Jasper County, Iowa",19099,37954,41.3,
0500000US19101,"Jefferson County, Iowa",19101,15705,43.7,
0500000US19103,"Johnson County, Iowa",19103,156639,31.0,
0500000US19105,"Jones County, Iowa",19105,20896,42.8,
0500000US19107,"Keokuk County, Iowa",19107,9924,43.4,
0500000US19109,"Kossuth County, Iowa",19109,14516,44.2,
0500000US19111,"Lee County, Iowa",19111,32893,43.6,
0500000US19113,"Linn County, Iowa",19113,230004,39.0,
0500000US19115,"Louisa County, Iowa",19115,10678,41.9,
0500000US19117,"Lucas County, Iowa",19117,8716,41.9,
0500000US19119,"Lyon County, Iowa",19119,12162,38.2,
0500000US19121,"Madison County, Iowa",19121,16926,40.6,
0500000US19123,"Mahaska County, Iowa",19123,22021,39.0,
0500000US19125,"Marion County, Iowa",19125,33642,39.9,
0500000US19127,"Marshall County, Iowa",19127,40114,38.5,
0500000US19129,"Mills County, Iowa",19129,14568,42.1,
0500000US19131,"Mitchell County, Iowa",19131,10575,41.9,
0500000US19133,"Monona County, Iowa",19133,8557,43.7,
0500000US19135,"Monroe County, Iowa",19135,7513,41.8,
0500000US19137,"Montgomery County, Iowa",19137,10214,43.5,
0500000US19139,"Muscatine County, Iowa",19139,42559,39.6,
0500000US19141,"O'Brien County, Iowa",19141,14126,39.5,
0500000US19143,"Osceola County, Iowa",19143,6100,43.1,
0500000US19145,"Page County, Iowa",19145,15131,45.1,
0500000US19147,"Palo Alto County, Iowa",19147,8863,41.9,
0500000US19149,"Plymouth County, Iowa",19149,25747,41.3,
0500000US19151,"Pocahontas County, Iowa",19151,7046,43.7,
0500000US19153,"Polk County, Iowa",19153,503175,36.2,
0500000US19155,"Pottawattamie County, Iowa",19155,93424,40.1,
0500000US19157,"Poweshiek County, Iowa",19157,18545,41.0,
0500000US19159,"Ringgold County, Iowa",19159,4645,44.5,
0500000US19161,"Sac County, Iowa",19161,9689,46.2,
0500000US19163,"Scott County, Iowa",19163,174608,39.4,
0500000US19165,"Shelby County, Iowa",19165,11778,44.3,
0500000US19167,"Sioux County, Iowa",19167,36212,33.8,
0500000US19169,"Story County, Iowa",19169,100466,26.9,
0500000US19171,"Tama County, Iowa",19171,16868,41.5,
0500000US19173,"Taylor County, Iowa",19173,5868,43.8,
0500000US19175,"Union County, Iowa",19175,11993,40.5,
0500000US19177,"Van Buren County, Iowa",19177,7241,44.7,
0500000US19179,"Wapello County, Iowa",19179,35362,39.2,
0500000US19181,"Warren County, Iowa",19181,54409,38.8,
0500000US19183,"Washington County, Iowa",19183,22561,40.7,
0500000US19185,"Wayne County, Iowa",19185,6532,41.5,
0500000US19187,"Webster County, Iowa",19187,36886,39.7,
0500000US19189,"Winnebago County, Iowa",19189,10583,42.7,
0500000US19191,"Winneshiek County, Iowa",19191,19873,42.6,
0500000US19193,"Woodbury County, Iowa",19193,106247,36.1,
0500000US19195,"Worth County, Iowa",19195,7350,44.1,
0500000US19197,"Wright County, Iowa",19197,12791,39.4,
0500000US20001,"Allen County, Kansas",20001,12483,41.2,
0500000US20003,"Anderson County, Kansas",20003,7834,40.0,
0500000US20005,"Atchison County, Kansas",20005,16208,36.1,
0500000US20007,"Barber County, Kansas",20007,4069,42.5,
0500000US20009,"Barton County, Kansas",20009,25097,38.8,
0500000US20011,"Bourbon County, Kansas",20011,14394,39.1,
0500000US20013,"Brown County, Kansas",20013,9343,41.7,
0500000US20015,"Butler County, Kansas",20015,68287,38.4,
0500000US20017,"Chase County, Kansas",20017,2561,45.5,
0500000US20019,"Chautauqua County, Kansas",20019,3370,45.2,
0500000US20021,"Cherokee County, Kansas",20021,19151,42.2,
0500000US20023,"Cheyenne County, Kansas",20023,2628,40.6,
0500000US20025,"Clark County, Kansas",20025,1974,43.7,
0500000US20027,"Clay County, Kansas",20027,8048,43.7,
0500000US20029,"Cloud County, Kansas",20029,8898,40.2,
0500000US20031,"Coffey County, Kansas",20031,8308,44.0,
0500000US20033,"Comanche County, Kansas",20033,1729,49.6,
0500000US20035,"Cowley County, Kansas",20035,34411,39.2,
0500000US20037,"Crawford County, Kansas",20037,39008,33.6,
0500000US20039,"Decatur County, Kansas",20039,2726,50.1,
0500000US20041,"Dickinson County, Kansas",20041,18445,42.8,
0500000US20043,"Doniphan County, Kansas",20043,7503,41.1,
0500000US20045,"Douglas County, Kansas",20045,120302,31.6,
0500000US20047,"Edwards County, Kansas",20047,2779,44.2,
0500000US20049,"Elk County, Kansas",20049,2453,48.8,
0500000US20051,"Ellis County, Kansas",20051,28920,33.2,
0500000US20053,"Ellsworth County, Kansas",20053,6360,43.5,
0500000US20055,"Finney County, Kansas",20055,38084,31.9,
0500000US20057,"Ford County, Kansas",20057,34074,32.3,
0500000US20059,"Franklin County, Kansas",20059,26106,39.7,
0500000US20061,"Geary County, Kansas",20061,35815,27.1,
0500000US20063,"Gove County, Kansas",20063,2799,40.8,
0500000US20065,"Graham County, Kansas",20065,2389,46.0,
0500000US20067,"Grant County, Kansas",20067,7229,33.4,
0500000US20069,"Gray County, Kansas",20069,5701,37.9,
0500000US20071,"Greeley County, Kansas",20071,1304,37.1,
0500000US20073,"Greenwood County, Kansas",20073,5919,47.8,
0500000US20075,"Hamilton County, Kansas",20075,2471,32.1,
0500000US20077,"Harper County, Kansas",20077,5400,40.6,
0500000US20079,"Harvey County, Kansas",20079,33756,40.5,
0500000US20081,"Haskell County, Kansas",20081,3641,37.0,
0500000US20083,"Hodgeman County, Kansas",20083,1652,48.6,
0500000US20085,"Jackson County, Kansas",20085,13341,41.2,
0500000US20087,"Jefferson County, Kansas",20087,18349,44.2,
0500000US20089,"Jewell County, Kansas",20089,2916,51.2,
0500000US20091,"Johnson County, Kansas",20091,620631,38.6,
0500000US20093,"Kearny County, Kansas",20093,3864,37.1,
0500000US20095,"Kingman County, Kansas",20095,7186,42.1,
0500000US20097,"Kiowa County, Kansas",20097,2422,41.1,
0500000US20099,"Labette County, Kansas",20099,19869,41.0,
0500000US20101,"Lane County, Kansas",20101,1461,50.3,
0500000US20103,"Leavenworth County, Kansas",20103,83123,38.0,
0500000US20105,"Lincoln County, Kansas",20105,2923,42.9,
0500000US20107,"Linn County, Kansas",20107,9767,45.7,
0500000US20109,"Logan County, Kansas",20109,2707,41.9,
0500000US20111,"Lyon County, Kansas",20111,32186,33.1,
0500000US20113,"McPherson County, Kansas",20113,30205,39.4,
0500000US20115,"Marion County, Kansas",20115,11754,43.5,
0500000US20117,"Marshall County, Kansas",20117,9993,43.2,
0500000US20119,"Meade County, Kansas",20119,3903,38.8,
0500000US20121,"Miami County, Kansas",20121,34938,41.7,
0500000US20123,"Mitchell County, Kansas",20123,5779,43.1,
0500000US20125,"Montgomery County, Kansas",20125,30940,41.2,
0500000US20127,"Morris County, Kansas",20127,5340,46.4,
0500000US20129,"Morton County, Kansas",20129,2611,46.1,
0500000US20131,"Nemaha County, Kansas",20131,10160,40.1,
0500000US20133,"Neosho County, Kansas",20133,15656,39.2,
0500000US20135,"Ness County, Kansas",20135,2653,45.1,
0500000US20137,"Norton County, Kansas",20137,5359,41.3,
0500000US20139,"Osage County, Kansas",20139,15744,42.9,
0500000US20141,"Osborne County, Kansas",20141,3452,46.4,
0500000US20143,"Ottawa County, Kansas",20143,5819,42.4,
0500000US20145,"Pawnee County, Kansas",20145,6144,46.1,
0500000US20147,"Phillips County, Kansas",20147,4813,45.7,
0500000US20149,"Pottawatomie County, Kansas",20149,26204,36.4,
0500000US20151,"Pratt County, Kansas",20151,9127,38.8,
0500000US20153,"Rawlins County, Kansas",20153,2516,46.5,
0500000US20155,"Reno County, Kansas",20155,61553,40.9,
0500000US20157,"Republic County, Kansas",20157,4646,44.9,
0500000US20159,"Rice County, Kansas",20159,9350,38.6,
0500000US20161,"Riley County, Kansas",20161,71946,25.5,
0500000US20163,"Rooks County, Kansas",20163,4813,45.7,
0500000US20165,"Rush County, Kansas",20165,2947,45.2,
0500000US20167,"Russell County, Kansas",20167,6679,44.4,
0500000US20169,"Saline County, Kansas",20169,53668,39.9,
0500000US20171,"Scott County, Kansas",20171,5027,38.2,
0500000US20173,"Sedgwick County, Kansas",20173,528226,36.0,
0500000US20175,"Seward County, Kansas",20175,21486,31.0,
0500000US20177,"Shawnee County, Kansas",20177,178025,39.4,
0500000US20179,"Sheridan County, Kansas",20179,2426,42.7,
0500000US20181,"Sherman County, Kansas",20181,5858,38.5,
0500000US20183,"Smith County, Kansas",20183,3552,49.1,
0500000US20185,"Stafford County, Kansas",20185,3978,42.3,
0500000US20187,"Stanton County, Kansas",20187,2038,39.1,
0500000US20189,"Stevens County, Kansas",20189,5162,39.1,
0500000US20191,"Sumner County, Kansas",20191,22353,41.3,
0500000US20193,"Thomas County, Kansas",20193,7885,35.3,
0500000US20195,"Trego County, Kansas",20195,2777,48.0,
0500000US20197,"Wabaunsee County, Kansas",20197,7009,43.3,
0500000US20199,"Wallace County, Kansas",20199,1417,47.2,
0500000US20201,"Washington County, Kansas",20201,5533,43.4,
0500000US20203,"Wichita County, Kansas",20203,2091,38.8,
0500000US20205,"Wilson County, Kansas",20205,8505,42.7,
0500000US20207,"Woodson County, Kansas",20207,3109,45.9,
0500000US20209,"Wyandotte County, Kansas",20209,167654,34.3,
0500000US21001,"Adair County, Kentucky",21001,19089,39.7,
0500000US21003,"Allen County, Kentucky",21003,21293,40.7,
0500000US21005,"Anderson County, Kentucky",21005,24353,41.7,
0500000US21007,"Ballard County, Kentucky",21007,7654,45.0,
0500000US21009,"Barren County, Kentucky",21009,44938,39.8,
0500000US21011,"Bath County, Kentucky",21011,12851,38.7,
0500000US21013,"Bell County, Kentucky",21013,23509,41.7,
0500000US21015,"Boone County, Kentucky",21015,139841,37.7,
0500000US21017,"Bourbon County, Kentucky",21017,20240,41.8,
0500000US21019,"Boyd County, Kentucky",21019,47911,42.3,
0500000US21021,"Boyle County, Kentucky",21021,30941,39.5,
0500000US21023,"Bracken County, Kentucky",21023,8444,42.0,
0500000US21025,"Breathitt County, Kentucky",21025,13276,42.8,
0500000US21027,"Breckinridge County, Kentucky",21027,20881,42.5,
0500000US21029,"Bullitt County, Kentucky",21029,84027,41.7,
0500000US21031,"Butler County, Kentucky",21031,12393,41.5,
0500000US21033,"Caldwell County, Kentucky",21033,12618,42.4,
0500000US21035,"Calloway County, Kentucky",21035,38224,35.9,
0500000US21037,"Campbell County, Kentucky",21037,93426,39.3,
0500000US21039,"Carlisle County, Kentucky",21039,4762,43.8,
0500000US21041,"Carroll County, Kentucky",21041,10954,38.5,
0500000US21043,"Carter County, Kentucky",21043,26341,41.4,
0500000US21045,"Casey County, Kentucky",21045,15914,42.0,
0500000US21047,"Christian County, Kentucky",21047,72069,28.8,
0500000US21049,"Clark County, Kentucky",21049,37192,40.5,
0500000US21051,"Clay County, Kentucky",21051,19921,40.2,
0500000US21053,"Clinton County, Kentucky",21053,9202,42.9,
0500000US21055,"Crittenden County, Kentucky",21055,8979,42.9,
0500000US21057,"Cumberland County, Kentucky",21057,5948,45.1,
0500000US21059,"Daviess County, Kentucky",21059,103648,38.6,
0500000US21061,"Edmonson County, Kentucky",21061,12355,45.6,
0500000US21063,"Elliott County, Kentucky",21063,7307,43.9,
0500000US21065,"Estill County, Kentucky",21065,14035,44.4,
0500000US21067,"Fayette County, Kentucky",21067,323725,35.3,
0500000US21069,"Fleming County, Kentucky",21069,15323,41.0,
0500000US21071,"Floyd County, Kentucky",21071,35224,42.8,
0500000US21073,"Franklin County, Kentucky",21073,51842,40.8,
0500000US21075,"Fulton County, Kentucky",21075,6409,40.9,
0500000US21077,"Gallatin County, Kentucky",21077,8769,39.6,
0500000US21079,"Garrard County, Kentucky",21079,17568,43.0,
0500000US21081,"Grant County, Kentucky",21081,25418,36.6,
0500000US21083,"Graves County, Kentucky",21083,36630,40.4,
0500000US21085,"Grayson County, Kentucky",21085,26707,40.5,
0500000US21087,"Green County, Kentucky",21087,11369,45.2,
0500000US21089,"Greenup County, Kentucky",21089,35501,44.2,
0500000US21091,"Hancock County, Kentucky",21091,9034,41.8,
0500000US21093,"Hardin County, Kentucky",21093,111942,37.3,
0500000US21095,"Harlan County, Kentucky",21095,25772,40.9,
0500000US21097,"Harrison County, Kentucky",21097,19140,42.1,
0500000US21099,"Hart County, Kentucky",21099,19603,40.4,
0500000US21101,"Henderson County, Kentucky",21101,44280,40.9,
0500000US21103,"Henry County, Kentucky",21103,15856,41.0,
0500000US21105,"Hickman County, Kentucky",21105,4439,45.2,
0500000US21107,"Hopkins County, Kentucky",21107,45119,41.3,
0500000US21109,"Jackson County, Kentucky",21109,13086,40.8,
0500000US21111,"Jefferson County, Kentucky",21111,783022,38.4,
0500000US21113,"Jessamine County, Kentucky",21113,54588,38.7,
0500000US21115,"Johnson County, Kentucky",21115,22334,42.0,
0500000US21117,"Kenton County, Kentucky",21117,171288,37.7,
0500000US21119,"Knott County, Kentucky",21119,13830,44.6,
0500000US21121,"Knox County, Kentucky",21121,29865,39.7,
0500000US21123,"Larue County, Kentucky",21123,15107,40.7,
0500000US21125,"Laurel County, Kentucky",21125,62983,40.1,
0500000US21127,"Lawrence County, Kentucky",21127,16077,42.1,
0500000US21129,"Lee County, Kentucky",21129,7339,43.6,
0500000US21131,"Leslie County, Kentucky",21131,10079,42.3,
0500000US21133,"Letcher County, Kentucky",21133,20808,43.5,
0500000US21135,"Lewis County, Kentucky",21135,12965,42.4,
0500000US21137,"Lincoln County, Kentucky",21137,24504,40.7,
0500000US21139,"Livingston County, Kentucky",21139,8903,45.6,
0500000US21141,"Logan County, Kentucky",21141,27986,40.3,
0500000US21143,"Lyon County, Kentucky",21143,8900,47.1,
0500000US21145,"McCracken County, Kentucky",21145,67564,42.3,
0500000US21147,"McCreary County, Kentucky",21147,16867,39.0,
0500000US21149,"McLean County, Kentucky",21149,9114,43.3,
0500000US21151,"Madison County, Kentucky",21151,95769,34.7,
0500000US21153,"Magoffin County, Kentucky",21153,11348,42.6,
0500000US21155,"Marion County, Kentucky",21155,19749,40.4,
0500000US21157,"Marshall County, Kentucky",21157,31743,45.1,
0500000US21159,"Martin County, Kentucky",21159,11027,40.6,
0500000US21161,"Mason County, Kentucky",21161,16956,42.5,
0500000US21163,"Meade County, Kentucky",21163,30158,39.5,
0500000US21165,"Menifee County, Kentucky",21165,6230,46.2,
0500000US21167,"Mercer County, Kentucky",21167,23028,42.9,
0500000US21169,"Metcalfe County, Kentucky",21169,10425,42.0,
0500000US21171,"Monroe County, Kentucky",21171,11269,41.1,
0500000US21173,"Montgomery County, Kentucky",21173,28395,40.4,
0500000US21175,"Morgan County, Kentucky",21175,14053,41.9,
0500000US21177,"Muhlenberg County, Kentucky",21177,30591,43.2,
0500000US21179,"Nelson County, Kentucky",21179,47606,39.5,
0500000US21181,"Nicholas County, Kentucky",21181,7708,40.6,
0500000US21183,"Ohio County, Kentucky",21183,23735,40.5,
0500000US21185,"Oldham County, Kentucky",21185,69257,39.9,
0500000US21187,"Owen County, Kentucky",21187,11330,42.3,
0500000US21189,"Owsley County, Kentucky",21189,3971,47.7,
0500000US21191,"Pendleton County, Kentucky",21191,14723,42.3,
0500000US21193,"Perry County, Kentucky",21193,27499,41.5,
0500000US21195,"Pike County, Kentucky",21195,56727,43.3,
0500000US21197,"Powell County, Kentucky",21197,13038,39.3,
0500000US21199,"Pulaski County, Kentucky",21199,65897,42.3,
0500000US21201,"Robertson County, Kentucky",21201,2283,38.0,
0500000US21203,"Rockcastle County, Kentucky",21203,16163,42.8,
0500000US21205,"Rowan County, Kentucky",21205,24578,31.7,
0500000US21207,"Russell County, Kentucky",21207,18221,42.0,
0500000US21209,"Scott County, Kentucky",21209,59536,36.4,
0500000US21211,"Shelby County, Kentucky",21211,49096,40.9,
0500000US21213,"Simpson County, Kentucky",21213,19972,38.8,
0500000US21215,"Spencer County, Kentucky",21215,20193,42.9,
0500000US21217,"Taylor County, Kentucky",21217,26397,37.8,
0500000US21219,"Todd County, Kentucky",21219,12469,36.1,
0500000US21221,"Trigg County, Kentucky",21221,14315,45.8,
0500000US21223,"Trimble County, Kentucky",21223,8550,43.3,
0500000US21225,"Union County, Kentucky",21225,13260,42.4,
0500000US21227,"Warren County, Kentucky",21227,140918,33.3,
0500000US21229,"Washington County, Kentucky",21229,12140,42.3,
0500000US21231,"Wayne County, Kentucky",21231,19602,43.8,
0500000US21233,"Webster County, Kentucky",21233,12842,39.5,
0500000US21235,"Whitley County, Kentucky",21235,36920,35.2,
0500000US21237,"Wolfe County, Kentucky",21237,6443,42.3,
0500000US21239,"Woodford County, Kentucky",21239,27279,42.2,
0500000US22001,"Acadia Parish, Louisiana",22001,56955,37.1,
0500000US22003,"Allen Parish, Louisiana",22003,22477,37.4,
0500000US22005,"Ascension Parish, Louisiana",22005,130314,36.6,
0500000US22007,"Assumption Parish, Louisiana",22007,20484,42.8,
0500000US22009,"Avoyelles Parish, Louisiana",22009,38905,39.0,
0500000US22011,"Beauregard Parish, Louisiana",22011,36676,37.2,
0500000US22013,"Bienville Parish, Louisiana",22013,12638,43.9,
0500000US22015,"Bossier Parish, Louisiana",22015,129789,36.7,
0500000US22017,"Caddo Parish, Louisiana",22017,230004,39.5,
0500000US22019,"Calcasieu Parish, Louisiana",22019,207088,37.4,
0500000US22021,"Caldwell Parish, Louisiana",22021,9500,40.4,
0500000US22023,"Cameron Parish, Louisiana",22023,5015,43.5,
0500000US22025,"Catahoula Parish, Louisiana",22025,8583,39.8,
0500000US22027,"Claiborne Parish, Louisiana",22027,13833,42.3,
0500000US22029,"Concordia Parish, Louisiana",22029,18174,38.4,
0500000US22031,"De Soto Parish, Louisiana",22031,27026,40.0,
0500000US22033,"East Baton Rouge Parish, Louisiana",22033,452938,34.1,
0500000US22035,"East Carroll Parish, Louisiana",22035,7072,37.1,
0500000US22037,"East Feliciana Parish, Louisiana",22037,19271,44.0,
0500000US22039,"Evangeline Parish, Louisiana",22039,32060,38.2,
0500000US22041,"Franklin Parish, Louisiana",22041,19408,39.2,
0500000US22043,"Grant Parish, Louisiana",22043,22095,38.4,
0500000US22045,"Iberia Parish, Louisiana",22045,68599,38.3,
0500000US22047,"Iberville Parish, Louisiana",22047,29815,40.4,
0500000US22049,"Jackson Parish, Louisiana",22049,14884,41.6,
0500000US22051,"Jefferson Parish, Louisiana",22051,430920,40.0,
0500000US22053,"Jefferson Davis Parish, Louisiana",22053,31924,38.1,
0500000US22055,"Lafayette Parish, Louisiana",22055,247997,36.5,
0500000US22057,"Lafourche Parish, Louisiana",22057,96252,39.4,
0500000US22059,"LaSalle Parish, Louisiana",22059,14789,36.6,
0500000US22061,"Lincoln Parish, Louisiana",22061,48174,28.6,
0500000US22063,"Livingston Parish, Louisiana",22063,148115,36.4,
0500000US22065,"Madison Parish, Louisiana",22065,9513,35.3,
0500000US22067,"Morehouse Parish, Louisiana",22067,24551,40.4,
0500000US22069,"Natchitoches Parish, Louisiana",22069,36693,33.4,
0500000US22071,"Orleans Parish, Louisiana",22071,371853,38.8,
0500000US22073,"Ouachita Parish, Louisiana",22073,158480,36.6,
0500000US22075,"Plaquemines Parish, Louisiana",22075,22803,37.5,
0500000US22077,"Pointe Coupee Parish, Louisiana",22077,20217,43.9,
0500000US22079,"Rapides Parish, Louisiana",22079,127527,37.9,
0500000US22081,"Red River Parish, Louisiana",22081,7443,41.8,
0500000US22083,"Richland Parish, Louisiana",22083,19822,40.1,
0500000US22085,"Sabine Parish, Louisiana",22085,21977,41.8,
0500000US22087,"St. Bernard Parish, Louisiana",22087,44419,36.2,
0500000US22089,"St. Charles Parish, Louisiana",22089,51396,39.7,
0500000US22091,"St. Helena Parish, Louisiana",22091,10858,43.0,
0500000US22093,"St. James Parish, Louisiana",22093,19528,40.8,
0500000US22095,"St. John the Baptist Parish, Louisiana",22095,40743,40.1,
0500000US22097,"St. Landry Parish, Louisiana",22097,81670,37.8,
0500000US22099,"St. Martin Parish, Louisiana",22099,51353,40.1,
0500000US22101,"St. Mary Parish, Louisiana",22101,47828,39.7,
0500000US22103,"St. Tammany Parish, Louisiana",22103,272421,40.5,
0500000US22105,"Tangipahoa Parish, Louisiana",22105,136738,35.9,
0500000US22107,"Tensas Parish, Louisiana",22107,3935,47.5,
0500000US22109,"Terrebonne Parish, Louisiana",22109,106186,38.0,
0500000US22111,"Union Parish, Louisiana",22111,20821,43.7,
0500000US22113,"Vermilion Parish, Louisiana",22113,57123,39.1,
0500000US22115,"Vernon Parish, Louisiana",22115,47117,32.4,
0500000US22117,"Washington Parish, Louisiana",22117,45120,40.9,
0500000US22119,"Webster Parish, Louisiana",22119,35820,41.1,
0500000US22121,"West Baton Rouge Parish, Louisiana",22121,27974,36.6,
0500000US22123,"West Carroll Parish, Louisiana",22123,9464,42.1,
0500000US22125,"West Feliciana Parish, Louisiana",22125,15327,42.7,
0500000US22127,"Winn Parish, Louisiana",22127,13467,40.1,
0500000US23001,"Androscoggin County, Maine",23001,113423,40.5,
0500000US23003,"Aroostook County, Maine",23003,67058,48.3,
0500000US23005,"Cumberland County, Maine",23005,308827,42.2,
0500000US23007,"Franklin County, Maine",23007,30413,46.1,
0500000US23009,"Hancock County, Maine",23009,56460,49.0,
0500000US23011,"Kennebec County, Maine",23011,126808,43.7,
0500000US23013,"Knox County, Maine",23013,41003,49.5,
0500000US23015,"Lincoln County, Maine",23015,36099,51.4,
0500000US23017,"Oxford County, Maine",23017,59255,48.2,
0500000US23019,"Penobscot County, Maine",23019,154710,42.5,
0500000US23021,"Piscataquis County, Maine",23021,17263,51.5,
0500000US23023,"Sagadahoc County, Maine",23023,37285,47.3,
0500000US23025,"Somerset County, Maine",23025,50959,47.0,
0500000US23027,"Waldo County, Maine",23027,40192,47.4,
0500000US23029,"Washington County, Maine",23029,31331,48.6,
0500000US23031,"York County, Maine",23031,216731,45.3,
0500000US24001,"Allegany County, Maryland",24001,67452,41.2,
0500000US24003,"Anne Arundel County, Maryland",24003,598166,39.0,
0500000US24005,"Baltimore County, Maryland",24005,850796,39.7,
0500000US24009,"Calvert County, Maryland",24009,94313,40.8,
0500000US24011,"Caroline County, Maryland",24011,33669,39.9,
0500000US24013,"Carroll County, Maryland",24013,175321,41.3,
0500000US24015,"Cecil County, Maryland",24015,104960,40.6,
0500000US24017,"Charles County, Maryland",24017,170527,38.9,
0500000US24019,"Dorchester County, Maryland",24019,32754,43.5,
0500000US24021,"Frederick County, Maryland",24021,287048,39.0,
0500000US24023,"Garrett County, Maryland",24023,28615,48.3,
0500000US24025,"Harford County, Maryland",24025,263757,40.5,
0500000US24027,"Howard County, Maryland",24027,336328,39.8,
0500000US24029,"Kent County, Maryland",24029,19346,48.6,
0500000US24031,"Montgomery County, Maryland",24031,1065949,40.2,
0500000US24033,"Prince George's County, Maryland",24033,959754,38.5,
0500000US24035,"Queen Anne's County, Maryland",24035,51825,44.7,
0500000US24037,"St. Mary's County, Maryland",24037,115126,37.2,
0500000US24039,"Somerset County, Maryland",24039,24822,38.1,
0500000US24041,"Talbot County, Maryland",24041,37917,51.2,
0500000US24043,"Washington County, Maryland",24043,155709,40.7,
0500000US24045,"Wicomico County, Maryland",24045,104914,36.2,
0500000US24047,"Worcester County, Maryland",24047,53700,50.7,
0500000US24510,"Baltimore city, Maryland",24510,573243,36.2,
0500000US25001,"Barnstable County, Massachusetts",25001,231668,55.4,
0500000US25003,"Berkshire County, Massachusetts",25003,129430,47.3,
0500000US25005,"Bristol County, Massachusetts",25005,582270,40.9,
0500000US25007,"Dukes County, Massachusetts",25007,20933,50.7,
0500000US25009,"Essex County, Massachusetts",25009,813054,41.2,
0500000US25011,"Franklin County, Massachusetts",25011,70944,47.2,
0500000US25013,"Hampden County, Massachusetts",25013,462815,40.0,
0500000US25015,"Hampshire County, Massachusetts",25015,162028,37.4,
0500000US25017,"Middlesex County, Massachusetts",25017,1638365,38.9,
0500000US25019,"Nantucket County, Massachusetts",25019,14483,42.4,
0500000US25021,"Norfolk County, Massachusetts",25021,730082,40.9,
0500000US25023,"Plymouth County, Massachusetts",25023,535075,43.0,
0500000US25025,"Suffolk County, Massachusetts",25025,785121,33.9,
0500000US25027,"Worcester County, Massachusetts",25027,867788,40.2,
0500000US26001,"Alcona County, Michigan",26001,10397,60.0,
0500000US26003,"Alger County, Michigan",26003,8762,49.1,
0500000US26005,"Allegan County, Michigan",26005,121456,41.0,
0500000US26007,"Alpena County, Michigan",26007,28880,47.8,
