county_fips,state_fips,tract_count,population_2020_sum,households_without_vehicle_count_sum,snap_households_count_sum,driving_low_access_population_beyond_1mi_10mi_count_sum,driving_no_vehicle_households_beyond_1mi_count_sum,driving_snap_households_beyond_1mi_count_sum,straight_low_access_population_beyond_1mi_10mi_count_sum,straight_no_vehicle_households_beyond_1mi_count_sum,straight_snap_households_beyond_1mi_count_sum,urban_tract_count,low_income_tract_tract_count,driving_low_income_low_access_tract_count,driving_low_vehicle_access_tract_count,straight_low_income_low_access_tract_count,straight_low_vehicle_access_tract_count
29119,29,6,23303,494.0,1168.0,146,390.0,955.0,0,321.0,801.0,0,6,0.0,1.0,0.0,1.0
29121,29,5,15209,352.0,521.0,4710,252.0,323.0,2350,224.0,271.0,2,1,1.0,0.0,0.0,0.0
29123,29,4,12626,385.0,629.0,3449,204.0,430.0,1539,144.0,351.0,2,2,2.0,1.0,0.0,1.0
29125,29,3,8432,166.0,385.0,800,129.0,310.0,3,121.0,293.0,0,1,0.0,0.0,0.0,0.0
29127,29,8,28525,870.0,1370.0,3699,227.0,446.0,1412,125.0,248.0,4,3,1.0,2.0,0.0,0.0
29129,29,2,3538,73.0,139.0,563,59.0,112.0,90,56.0,107.0,0,1,0.0,0.0,0.0,0.0
29131,29,9,24722,547.0,875.0,1242,300.0,608.0,219,216.0,488.0,2,4,1.0,0.0,0.0,0.0
29133,29,4,12577,644.0,1224.0,279,148.0,330.0,41,70.0,173.0,0,2,0.0,1.0,0.0,0.0
29135,29,4,15473,380.0,435.0,233,276.0,200.0,0,257.0,165.0,0,2,0.0,1.0,0.0,1.0
29137,29,3,8666,242.0,265.0,1100,191.0,213.0,87,185.0,205.0,0,1,0.0,1.0,0.0,1.0
29139,29,4,11322,163.0,516.0,647,119.0,396.0,105,110.0,367.0,0,2,0.0,0.0,0.0,0.0
29141,29,8,21006,906.0,1059.0,580,630.0,784.0,0,533.0,655.0,0,5,0.0,2.0,0.0,2.0
29143,29,6,16434,483.0,1575.0,84,239.0,766.0,0,196.0,612.0,0,4,0.0,1.0,0.0,1.0
29145,29,13,58648,855.0,2727.0,8114,456.0,1707.0,3148,332.0,1311.0,5,6,2.0,0.0,1.0,0.0
29147,29,6,21241,562.0,704.0,7019,243.0,386.0,2361,153.0,279.0,3,2,2.0,0.0,0.0,0.0
29149,29,3,8635,192.0,672.0,1578,145.0,484.0,846,126.0,412.0,0,3,2.0,0.0,1.0,0.0
29151,29,4,13274,295.0,220.0,1780,250.0,193.0,419,230.0,181.0,0,0,0.0,1.0,0.0,1.0
29153,29,3,8553,244.0,547.0,2060,232.0,518.0,805,223.0,499.0,0,3,3.0,1.0,0.0,1.0
29155,29,6,15661,667.0,1947.0,1056,198.0,676.0,402,133.0,503.0,2,4,1.0,1.0,0.0,0.0
29157,29,5,18956,394.0,764.0,2595,165.0,406.0,716,117.0,324.0,2,1,1.0,1.0,0.0,0.0
29159,29,11,42980,1249.0,1941.0,5033,441.0,649.0,1863,352.0,507.0,7,6,1.0,2.0,0.0,1.0
29161,29,12,44638,1049.0,2275.0,3941,420.0,834.0,825,311.0,590.0,6,7,3.0,2.0,0.0,2.0
29163,29,5,17587,476.0,670.0,1178,207.0,221.0,77,183.0,179.0,0,2,0.0,1.0,0.0,0.0
29165,29,27,106718,1766.0,1857.0,33394,729.0,879.0,14869,359.0,479.0,21,4,1.0,7.0,0.0,3.0
29167,29,8,31519,523.0,1306.0,102,366.0,928.0,0,316.0,820.0,0,4,0.0,0.0,0.0,0.0
29169,29,13,53955,545.0,1411.0,18956,361.0,995.0,14264,248.0,752.0,6,7,4.0,0.0,4.0,0.0
29171,29,2,4681,104.0,134.0,1051,62.0,75.0,366,56.0,66.0,0,0,0.0,0.0,0.0,0.0
29173,29,3,10355,130.0,190.0,433,111.0,160.0,0,104.0,151.0,0,1,0.0,0.0,0.0,0.0
29175,29,6,24716,596.0,1388.0,2776,144.0,373.0,567,98.0,263.0,3,2,0.0,1.0,0.0,0.0
29177,29,6,23158,448.0,954.0,3235,252.0,571.0,1604,209.0,484.0,2,2,2.0,0.0,2.0,0.0
29179,29,2,6096,172.0,379.0,975,153.0,336.0,253,143.0,316.0,0,2,1.0,1.0,0.0,0.0
29181,29,4,10679,295.0,694.0,1191,238.0,552.0,543,221.0,513.0,0,4,1.0,0.0,1.0,0.0
29183,29,85,405262,6099.0,5871.0,168818,2535.0,2278.0,64746,1066.0,901.0,76,7,1.0,14.0,0.0,8.0
29185,29,3,9284,230.0,551.0,1402,167.0,413.0,323,153.0,381.0,0,2,0.0,0.0,0.0,0.0
29186,29,5,18479,304.0,467.0,4181,218.0,381.0,1640,164.0,324.0,1,1,1.0,1.0,1.0,1.0
29187,29,19,66922,1629.0,3863.0,12858,736.0,1970.0,5701,465.0,1436.0,9,12,4.0,2.0,1.0,2.0
29189,29,236,1004125,27417.0,33196.0,260178,4763.0,4618.0,95038,1329.0,923.0,232,80,18.0,45.0,3.0,17.0
29195,29,8,23333,511.0,1064.0,3957,184.0,311.0,1622,141.0,240.0,4,3,1.0,1.0,0.0,1.0
29197,29,2,4032,77.0,100.0,374,65.0,85.0,13,63.0,81.0,0,0,0.0,0.0,0.0,0.0
29199,29,2,4716,55.0,65.0,338,32.0,25.0,59,27.0,17.0,0,0,0.0,0.0,0.0,0.0
29201,29,11,38059,737.0,2284.0,5209,279.0,845.0,1650,186.0,566.0,6,6,2.0,1.0,2.0,0.0
29203,29,2,7031,150.0,389.0,582,122.0,319.0,119,108.0,283.0,0,2,0.0,1.0,0.0,0.0
29205,29,3,6103,115.0,200.0,1009,84.0,146.0,408,78.0,138.0,0,3,0.0,0.0,0.0,0.0
29207,29,8,28672,422.0,1759.0,3013,254.0,976.0,963,211.0,756.0,2,3,2.0,0.0,1.0,0.0
29209,29,12,31076,527.0,899.0,4810,457.0,747.0,3138,409.0,652.0,2,4,2.0,1.0,1.0,1.0
29211,29,3,5999,129.0,204.0,624,105.0,141.0,222,95.0,119.0,0,1,0.0,0.0,0.0,0.0
29213,29,18,56066,1011.0,2593.0,11409,575.0,1438.0,4590,384.0,922.0,9,10,6.0,2.0,3.0,1.0
29215,29,8,24487,776.0,1287.0,1940,615.0,1010.0,280,527.0,849.0,0,7,0.0,3.0,0.0,3.0
29217,29,6,19707,883.0,1159.0,5002,322.0,490.0,1703,237.0,386.0,2,3,2.0,1.0,1.0,1.0
29219,29,9,35532,427.0,952.0,563,343.0,694.0,0,297.0,538.0,0,2,0.0,1.0,0.0,1.0
29221,29,6,23514,891.0,1792.0,390,689.0,1390.0,0,538.0,1085.0,0,3,0.0,3.0,0.0,2.0
29223,29,4,10974,255.0,844.0,899,182.0,565.0,232,151.0,455.0,0,4,1.0,0.0,0.0,0.0
29225,29,8,39085,960.0,1367.0,4949,709.0,1006.0,3750,657.0,915.0,2,3,0.0,2.0,0.0,2.0
29227,29,1,1973,59.0,93.0,533,47.0,73.0,247,45.0,71.0,0,1,1.0,0.0,0.0,0.0
29229,29,4,18188,503.0,974.0,3497,406.0,696.0,2372,367.0,616.0,1,4,2.0,2.0,2.0,2.0
29510,29,104,301578,26767.0,26878.0,2525,119.0,106.0,128,7.0,14.0,104,69,0.0,12.0,0.0,2.0
30001,30,3,9371,33.0,304.0,2025,14.0,133.0,1752,13.0,124.0,1,1,1.0,0.0,1.0,0.0
30003,30,5,13124,264.0,671.0,5123,208.0,546.0,4776,197.0,521.0,0,4,3.0,0.0,3.0,0.0
30005,30,4,7044,173.0,336.0,3015,146.0,283.0,2852,144.0,276.0,0,2,1.0,0.0,1.0,0.0
30007,30,2,6774,73.0,100.0,1700,17.0,17.0,1331,13.0,11.0,0,1,1.0,0.0,1.0,0.0
30009,30,5,10473,159.0,286.0,1694,100.0,207.0,1195,68.0,167.0,0,1,0.0,0.0,0.0,0.0
30011,30,1,1415,37.0,32.0,1032,33.0,28.0,926,32.0,28.0,0,1,1.0,0.0,1.0,0.0
30013,30,25,84414,2150.0,3704.0,17675,344.0,618.0,8659,228.0,374.0,19,5,1.0,2.0,1.0,0.0
30015,30,2,5895,111.0,204.0,3567,90.0,163.0,3201,89.0,161.0,0,1,1.0,0.0,1.0,0.0
30017,30,6,11867,258.0,415.0,3338,38.0,108.0,2216,22.0,78.0,5,1,1.0,0.0,1.0,0.0
30019,30,1,1661,19.0,21.0,797,13.0,14.0,731,12.0,13.0,0,0,0.0,0.0,0.0,0.0
30021,30,3,8940,149.0,127.0,4386,53.0,82.0,2758,30.0,51.0,2,0,0.0,0.0,0.0,0.0
30023,30,3,9421,318.0,586.0,1470,44.0,93.0,922,37.0,81.0,2,0,0.0,0.0,0.0,0.0
30025,30,1,3049,58.0,27.0,1535,39.0,18.0,1384,38.0,18.0,0,0,0.0,0.0,0.0,0.0
30027,30,3,11446,498.0,389.0,3932,226.0,190.0,2957,162.0,143.0,1,2,1.0,2.0,1.0,1.0
30029,30,32,104357,1837.0,2870.0,14217,683.0,1233.0,5009,514.0,909.0,11,6,3.0,2.0,2.0,1.0
30031,30,26,118960,1219.0,1448.0,22293,413.0,505.0,14050,299.0,371.0,15,7,3.0,2.0,3.0,1.0
30033,30,1,1173,7.0,13.0,896,6.0,11.0,861,6.0,11.0,0,0,0.0,0.0,0.0,0.0
30035,30,4,13778,256.0,1023.0,3346,82.0,366.0,2999,74.0,333.0,0,4,2.0,0.0,2.0,0.0
30037,30,1,823,23.0,3.0,533,20.0,3.0,390,19.0,3.0,0,1,1.0,0.0,1.0,0.0
30039,30,2,3309,53.0,87.0,1452,42.0,70.0,1120,39.0,66.0,0,1,1.0,0.0,0.0,0.0
30041,30,6,16309,533.0,810.0,3020,110.0,191.0,2341,61.0,91.0,2,3,1.0,0.0,1.0,0.0
30043,30,3,12085,151.0,257.0,2095,112.0,189.0,1098,107.0,179.0,0,1,1.0,0.0,0.0,0.0
30045,30,1,2023,22.0,49.0,1183,20.0,45.0,999,20.0,44.0,0,0,0.0,0.0,0.0,0.0
30047,30,10,31134,608.0,1345.0,2046,457.0,1018.0,440,408.0,868.0,0,4,0.0,2.0,0.0,2.0
30049,30,17,70973,1670.0,2432.0,12160,601.0,1069.0,7699,372.0,788.0,8,2,1.0,3.0,0.0,2.0
30051,30,1,1959,74.0,47.0,1245,68.0,43.0,1164,64.0,41.0,0,1,1.0,0.0,1.0,0.0
30053,30,6,19677,578.0,1112.0,2599,299.0,619.0,1667,249.0,517.0,1,5,2.0,1.0,1.0,1.0
30055,30,1,1729,3.0,2.0,1113,2.0,2.0,903,2.0,2.0,0,0,0.0,0.0,0.0,0.0
30057,30,4,8623,58.0,132.0,2541,48.0,102.0,1686,45.0,91.0,0,0,0.0,0.0,0.0,0.0
30059,30,1,1927,5.0,80.0,1029,4.0,60.0,885,4.0,58.0,0,0,0.0,0.0,0.0,0.0
30061,30,2,4535,59.0,295.0,752,43.0,202.0,542,38.0,178.0,0,2,1.0,0.0,0.0,0.0
30063,30,29,117922,2753.0,3964.0,24121,535.0,1170.0,17892,394.0,953.0,19,7,1.0,2.0,0.0,1.0
30065,30,2,4730,126.0,220.0,2087,33.0,109.0,1603,30.0,105.0,0,1,1.0,0.0,1.0,0.0
30067,30,6,17191,284.0,504.0,7731,166.0,242.0,4432,115.0,129.0,2,1,1.0,0.0,0.0,0.0
30069,30,1,496,0.0,1.0,320,0.0,1.0,288,0.0,1.0,0,1,1.0,0.0,1.0,0.0
30071,30,1,4217,10.0,124.0,2046,7.0,88.0,1952,6.0,80.0,0,1,1.0,0.0,1.0,0.0
30073,30,2,5898,158.0,204.0,2046,105.0,132.0,1503,101.0,127.0,0,1,1.0,0.0,1.0,0.0
30075,30,1,1694,23.0,38.0,1229,20.0,33.0,1125,19.0,32.0,0,0,0.0,0.0,0.0,0.0
30077,30,2,6946,58.0,163.0,1495,34.0,102.0,1201,31.0,92.0,0,1,0.0,0.0,0.0,0.0
30079,30,1,1088,52.0,79.0,668,39.0,59.0,555,38.0,58.0,0,1,1.0,0.0,1.0,0.0
30081,30,13,44174,765.0,1209.0,5563,442.0,894.0,4598,392.0,813.0,2,3,2.0,2.0,2.0,2.0
30083,30,5,11491,225.0,193.0,3240,75.0,85.0,2683,64.0,72.0,1,1,0.0,0.0,0.0,0.0
30085,30,3,10794,322.0,392.0,4134,195.0,232.0,3634,185.0,221.0,0,2,2.0,2.0,2.0,2.0
30087,30,4,8329,244.0,414.0,1361,104.0,152.0,1143,84.0,123.0,0,3,2.0,0.0,2.0,0.0
30089,30,4,12400,247.0,610.0,1468,185.0,460.0,429,160.0,398.0,0,4,1.0,1.0,0.0,1.0
30091,30,2,3539,77.0,62.0,1595,49.0,42.0,1336,47.0,41.0,0,0,0.0,0.0,0.0,0.0
30093,30,9,35133,1001.0,2028.0,3510,177.0,164.0,563,101.0,61.0,8,3,1.0,1.0,0.0,1.0
30095,30,3,8963,123.0,214.0,2451,85.0,161.0,1730,80.0,151.0,0,0,0.0,0.0,0.0,0.0
30097,30,1,3678,39.0,72.0,1463,28.0,51.0,1256,26.0,48.0,0,0,0.0,0.0,0.0,0.0
30099,30,3,6226,154.0,119.0,3045,99.0,84.0,2109,93.0,80.0,0,0,0.0,0.0,0.0,0.0
30101,30,3,4971,135.0,144.0,1940,76.0,84.0,1583,72.0,80.0,0,0,0.0,0.0,0.0,0.0
30103,30,1,762,27.0,25.0,762,27.0,25.0,762,27.0,25.0,0,0,0.0,0.0,0.0,0.0
30105,30,3,7578,170.0,247.0,3109,56.0,106.0,2863,38.0,83.0,0,0,0.0,0.0,0.0,0.0
30107,30,1,2069,20.0,54.0,983,14.0,39.0,931,14.0,38.0,0,1,1.0,0.0,1.0,0.0
30109,30,1,937,14.0,21.0,366,10.0,15.0,277,10.0,15.0,0,0,0.0,0.0,0.0,0.0
30111,30,36,164731,2997.0,5532.0,28072,719.0,1386.0,13935,450.0,932.0,29,12,2.0,6.0,0.0,3.0
31001,31,9,31205,600.0,1189.0,6701,120.0,255.0,2659,92.0,140.0,7,4,1.0,0.0,1.0,0.0
31003,31,3,6295,108.0,124.0,526,70.0,85.0,117,59.0,73.0,0,2,0.0,0.0,0.0,0.0
31005,31,1,434,8.0,11.0,434,8.0,11.0,434,8.0,11.0,0,0,0.0,0.0,0.0,0.0
31007,31,1,674,3.0,4.0,672,3.0,4.0,645,3.0,4.0,0,0,0.0,0.0,0.0,0.0
31009,31,1,431,5.0,0.0,431,5.0,0.0,431,5.0,0.0,0,1,1.0,0.0,1.0,0.0
31011,31,2,5379,62.0,86.0,803,31.0,50.0,518,27.0,46.0,0,0,0.0,0.0,0.0,0.0
31013,31,3,10842,290.0,321.0,4971,195.0,138.0,3442,135.0,115.0,2,1,1.0,1.0,1.0,1.0
31015,31,1,1810,6.0,51.0,529,5.0,43.0,297,5.0,41.0,0,0,0.0,0.0,0.0,0.0
31017,31,1,2903,60.0,77.0,643,41.0,53.0,392,37.0,47.0,0,1,1.0,0.0,0.0,0.0
31019,31,11,50084,891.0,1306.0,9161,237.0,292.0,5068,172.0,201.0,8,2,1.0,1.0,0.0,1.0
31021,31,3,6722,171.0,302.0,246,119.0,213.0,7,109.0,194.0,0,1,0.0,0.0,0.0,0.0
31023,31,3,8369,140.0,205.0,1936,80.0,114.0,993,73.0,104.0,0,0,0.0,0.0,0.0,0.0
31025,31,6,26598,366.0,462.0,4187,241.0,273.0,2541,198.0,216.0,2,0,0.0,1.0,0.0,1.0
31027,31,2,8380,60.0,186.0,1166,49.0,152.0,179,48.0,148.0,0,0,0.0,0.0,0.0,0.0
31029,31,1,3893,26.0,69.0,1812,19.0,51.0,1572,19.0,49.0,0,0,0.0,0.0,0.0,0.0
31031,31,2,5455,168.0,99.0,2572,119.0,69.0,2415,111.0,65.0,0,2,2.0,1.0,2.0,1.0
31033,31,3,9468,192.0,548.0,3365,73.0,187.0,2099,43.0,112.0,2,2,2.0,1.0,0.0,0.0
31035,31,2,6104,116.0,151.0,603,85.0,110.0,175,80.0,105.0,0,0,0.0,0.0,0.0,0.0
31037,31,3,10582,15.0,329.0,2381,14.0,135.0,940,13.0,89.0,1,1,1.0,0.0,1.0,0.0
31039,31,3,9013,134.0,97.0,149,95.0,76.0,0,91.0,73.0,0,0,0.0,0.0,0.0,0.0
31041,31,4,10545,187.0,350.0,1943,93.0,167.0,1538,54.0,99.0,0,2,1.0,0.0,1.0,0.0
31043,31,5,21582,338.0,743.0,647,74.0,187.0,46,61.0,144.0,3,2,0.0,0.0,0.0,0.0
31045,31,2,8199,137.0,344.0,2058,58.0,96.0,1393,52.0,76.0,1,0,0.0,0.0,0.0,0.0
31047,31,7,24111,475.0,571.0,2066,91.0,164.0,1185,62.0,134.0,2,3,1.0,1.0,0.0,0.0
31049,31,1,1838,28.0,70.0,218,20.0,49.0,98,17.0,42.0,0,0,0.0,0.0,0.0,0.0
31051,31,2,5606,36.0,172.0,1363,30.0,144.0,483,30.0,140.0,0,0,0.0,0.0,0.0,0.0
31053,31,9,37167,590.0,1245.0,3886,108.0,360.0,1581,69.0,266.0,6,1,0.0,1.0,0.0,0.0
31055,31,163,584526,16137.0,22724.0,71963,1011.0,1576.0,20997,359.0,615.0,157,70,5.0,16.0,0.0,6.0
31057,31,1,1654,36.0,62.0,384,16.0,27.0,314,16.0,27.0,0,0,0.0,0.0,0.0,0.0
31059,31,2,5551,65.0,140.0,45,43.0,95.0,0,40.0,87.0,0,0,0.0,0.0,0.0,0.0
31061,31,2,2889,27.0,85.0,932,19.0,63.0,580,18.0,60.0,0,0,0.0,0.0,0.0,0.0
31063,31,1,2519,21.0,124.0,930,15.0,86.0,759,14.0,82.0,0,1,1.0,0.0,1.0,0.0
31065,31,1,4636,85.0,102.0,539,52.0,62.0,289,49.0,58.0,0,0,0.0,0.0,0.0,0.0
31067,31,7,21704,776.0,1016.0,5754,233.0,403.0,2921,154.0,304.0,4,3,1.0,2.0,0.0,0.0
31069,31,1,1874,18.0,95.0,1151,15.0,77.0,955,14.0,74.0,0,1,1.0,0.0,1.0,0.0
31071,31,1,1813,43.0,35.0,440,29.0,24.0,333,27.0,22.0,0,1,0.0,0.0,0.0,0.0
31073,31,1,1893,8.0,62.0,51,6.0,47.0,12,6.0,44.0,0,0,0.0,0.0,0.0,0.0
31075,31,1,611,11.0,6.0,69,6.0,3.0,59,3.0,2.0,0,0,0.0,0.0,0.0,0.0
31077,31,1,2188,21.0,58.0,920,17.0,47.0,712,17.0,46.0,0,0,0.0,0.0,0.0,0.0
31079,31,14,62895,1622.0,2556.0,16262,435.0,570.0,6412,175.0,234.0,11,6,3.0,2.0,3.0,2.0
31081,31,3,9429,50.0,175.0,914,26.0,92.0,80,22.0,80.0,0,0,0.0,0.0,0.0,0.0
31083,31,1,3073,13.0,63.0,846,11.0,52.0,176,10.0,50.0,0,0,0.0,0.0,0.0,0.0
31085,31,1,856,12.0,19.0,620,11.0,18.0,495,11.0,17.0,0,1,1.0,0.0,1.0,0.0
31087,31,1,2616,44.0,82.0,1122,35.0,66.0,558,35.0,65.0,0,1,1.0,0.0,1.0,0.0
31089,31,4,10127,152.0,335.0,892,49.0,111.0,610,34.0,76.0,0,1,0.0,0.0,0.0,0.0
31091,31,1,711,20.0,1.0,217,10.0,1.0,173,8.0,0.0,0,0,0.0,0.0,0.0,0.0
31093,31,2,6475,74.0,169.0,899,53.0,117.0,622,51.0,110.0,0,0,0.0,0.0,0.0,0.0
31095,31,3,7240,237.0,392.0,2715,65.0,112.0,1772,49.0,87.0,2,2,1.0,0.0,0.0,0.0
31097,31,2,5290,127.0,204.0,652,103.0,170.0,162,99.0,164.0,0,1,0.0,0.0,0.0,0.0
31099,31,2,6688,26.0,111.0,259,18.0,54.0,88,17.0,49.0,0,0,0.0,0.0,0.0,0.0
31101,31,3,8335,228.0,360.0,2324,59.0,107.0,1509,45.0,92.0,2,2,1.0,1.0,1.0,1.0
31103,31,1,769,4.0,4.0,507,3.0,3.0,427,3.0,3.0,0,1,1.0,0.0,1.0,0.0
31105,31,1,3434,56.0,168.0,975,35.0,105.0,628,33.0,99.0,0,1,1.0,0.0,1.0,0.0
31107,31,3,8391,157.0,254.0,1308,114.0,193.0,372,111.0,186.0,0,1,1.0,0.0,0.0,0.0
31109,31,81,322608,8343.0,11241.0,51169,903.0,1487.0,20783,359.0,734.0,74,29,5.0,7.0,3.0,2.0
31111,31,8,34676,606.0,1730.0,7357,249.0,494.0,4205,180.0,319.0,4,3,1.0,1.0,0.0,1.0
31113,31,1,716,0.0,6.0,128,0.0,5.0,80,0.0,4.0,0,0,0.0,0.0,0.0,0.0
31115,31,1,607,4.0,15.0,428,4.0,15.0,267,4.0,15.0,0,0,0.0,0.0,0.0,0.0
31117,31,1,399,15.0,2.0,399,15.0,2.0,399,15.0,2.0,0,1,1.0,0.0,1.0,0.0
31119,31,9,35585,994.0,1236.0,7034,304.0,377.0,3488,184.0,252.0,6,3,0.0,1.0,0.0,1.0
31121,31,3,7668,61.0,184.0,367,22.0,117.0,22,18.0,109.0,0,1,0.0,0.0,0.0,0.0
31123,31,1,4555,88.0,223.0,1349,64.0,163.0,1172,59.0,150.0,0,0,0.0,0.0,0.0,0.0
31125,31,1,3380,30.0,93.0,453,21.0,64.0,145,19.0,59.0,0,0,0.0,0.0,0.0,0.0
31127,31,2,7074,136.0,378.0,761,47.0,135.0,103,23.0,69.0,0,1,0.0,0.0,0.0,0.0
31129,31,2,4095,55.0,109.0,1344,18.0,52.0,910,12.0,42.0,0,1,0.0,0.0,0.0,0.0
31131,31,5,15912,193.0,382.0,4639,119.0,208.0,2369,99.0,169.0,2,1,0.0,0.0,0.0,0.0
31133,31,1,2544,63.0,64.0,907,55.0,56.0,576,54.0,55.0,0,1,1.0,0.0,1.0,0.0
31135,31,1,2858,31.0,61.0,1302,25.0,49.0,1002,24.0,47.0,0,0,0.0,0.0,0.0,0.0
31137,31,3,8968,243.0,389.0,1179,55.0,102.0,750,48.0,91.0,2,0,0.0,0.0,0.0,0.0
31139,31,2,7317,92.0,209.0,169,70.0,159.0,61,67.0,152.0,0,1,0.0,0.0,0.0,0.0
31141,31,8,34296,698.0,969.0,4249,107.0,272.0,1543,63.0,189.0,4,3,1.0,1.0,1.0,1.0
31143,31,2,5214,44.0,104.0,646,35.0,82.0,119,34.0,79.0,0,0,0.0,0.0,0.0,0.0
31145,31,3,10702,420.0,415.0,3815,154.0,169.0,2778,108.0,143.0,2,1,0.0,1.0,0.0,1.0
31147,31,3,7871,285.0,268.0,2259,108.0,141.0,1132,86.0,125.0,1,2,1.0,1.0,1.0,0.0
31149,31,1,1262,35.0,32.0,146,12.0,11.0,55,10.0,9.0,0,1,0.0,0.0,0.0,0.0
31151,31,5,14292,164.0,230.0,2214,93.0,120.0,917,80.0,94.0,1,1,0.0,0.0,0.0,0.0
31153,31,47,190604,2251.0,3519.0,57055,703.0,679.0,19589,217.0,174.0,44,8,1.0,3.0,0.0,1.0
31155,31,5,22278,390.0,407.0,5498,242.0,274.0,3996,216.0,249.0,1,0,0.0,0.0,0.0,0.0
31157,31,11,36084,1053.0,1799.0,6044,468.0,535.0,2054,313.0,390.0,6,3,1.0,3.0,0.0,2.0
31159,31,4,17609,294.0,364.0,3619,161.0,263.0,1468,117.0,165.0,2,0,0.0,0.0,0.0,0.0
31161,31,2,5127,77.0,215.0,1593,50.0,150.0,1306,46.0,142.0,0,2,1.0,0.0,1.0,0.0
31163,31,1,2959,91.0,69.0,397,73.0,56.0,121,72.0,54.0,0,1,0.0,0.0,0.0,0.0
31165,31,1,1135,29.0,11.0,611,26.0,10.0,438,26.0,10.0,0,1,1.0,0.0,1.0,0.0
31167,31,2,5842,37.0,112.0,407,28.0,96.0,31,24.0,91.0,0,0,0.0,0.0,0.0,0.0
31169,31,2,5034,72.0,151.0,1456,49.0,112.0,700,46.0,108.0,0,1,1.0,0.0,0.0,0.0
31171,31,1,669,14.0,13.0,301,11.0,10.0,260,9.0,9.0,0,1,1.0,0.0,1.0,0.0
31173,31,2,6773,108.0,293.0,10,79.0,217.0,0,74.0,204.0,0,1,0.0,0.0,0.0,0.0
31175,31,2,4059,63.0,176.0,978,12.0,63.0,750,8.0,55.0,0,0,0.0,0.0,0.0,0.0
31177,31,5,20865,257.0,395.0,3489,140.0,198.0,1629,96.0,141.0,2,0,0.0,1.0,0.0,1.0
31179,31,2,9697,207.0,256.0,2393,62.0,78.0,1151,43.0,55.0,1,0,0.0,1.0,0.0,0.0
31181,31,2,3395,49.0,142.0,981,33.0,99.0,535,31.0,91.0,0,1,0.0,0.0,0.0,0.0
31183,31,1,774,13.0,10.0,714,13.0,10.0,653,13.0,10.0,0,0,0.0,0.0,0.0,0.0
31185,31,4,14125,363.0,420.0,3994,162.0,195.0,2287,122.0,152.0,2,1,1.0,1.0,1.0,1.0
32001,32,7,25516,369.0,1012.0,738,134.0,327.0,145,101.0,239.0,2,2,0.0,0.0,0.0,0.0
32003,32,535,2265461,65483.0,117447.0,317121,3702.0,8538.0,109060,1156.0,3006.0,520,191,10.0,52.0,2.0,10.0
32005,32,17,49488,702.0,1200.0,18072,383.0,563.0,11361,307.0,388.0,9,1,0.0,2.0,0.0,1.0
32007,32,15,53702,1097.0,1781.0,7163,385.0,790.0,4670,277.0,592.0,5,3,1.0,1.0,1.0,1.0
32009,32,1,729,115.0,140.0,704,112.0,136.0,704,111.0,135.0,0,0,0.0,1.0,0.0,1.0
32011,32,1,1855,66.0,16.0,887,48.0,12.0,826,45.0,11.0,0,1,1.0,0.0,1.0,0.0
32013,32,5,17285,222.0,778.0,4421,81.0,415.0,3208,59.0,298.0,2,1,1.0,0.0,1.0,0.0
32015,32,2,5734,59.0,244.0,849,19.0,121.0,774,15.0,103.0,0,1,0.0,0.0,0.0,0.0
32017,32,2,4499,32.0,79.0,830,15.0,42.0,697,10.0,32.0,0,0,0.0,0.0,0.0,0.0
32019,32,18,59235,540.0,2603.0,19388,309.0,1499.0,10263,225.0,1050.0,7,12,3.0,0.0,2.0,0.0
32021,32,2,4554,93.0,255.0,1176,60.0,182.0,1136,55.0,173.0,0,2,1.0,0.0,1.0,0.0
32023,32,15,51591,1251.0,3307.0,22235,713.0,2205.0,14205,451.0,1549.0,8,9,6.0,3.0,4.0,3.0
32027,32,1,6650,59.0,161.0,1308,46.0,125.0,1182,44.0,119.0,0,0,0.0,0.0,0.0,0.0
32029,32,1,4104,31.0,83.0,6,20.0,54.0,0,20.0,52.0,0,0,0.0,0.0,0.0,0.0
32031,32,139,486492,12773.0,20928.0,148919,1717.0,3584.0,83435,952.0,1833.0,124,48,10.0,7.0,3.0,3.0
32033,32,3,9080,63.0,284.0,2627,33.0,151.0,1578,32.0,138.0,0,0,0.0,0.0,0.0,0.0
32510,32,15,58639,1620.0,2432.0,7546,305.0,346.0,3326,118.0,159.0,12,4,0.0,3.0,0.0,2.0
33001,33,18,63705,1050.0,1812.0,5610,491.0,790.0,2995,353.0,557.0,4,4,2.0,1.0,2.0,0.0
33003,33,19,50107,679.0,1091.0,1861,549.0,904.0,817,445.0,766.0,1,8,1.0,1.0,1.0,1.0
33005,33,18,76458,1442.0,1943.0,5909,690.0,916.0,2830,542.0,676.0,5,6,2.0,2.0,0.0,1.0
33007,33,11,31268,1261.0,1770.0,2981,670.0,861.0,2048,577.0,736.0,0,9,2.0,2.0,2.0,2.0
33009,33,28,91118,2348.0,2364.0,12372,1379.0,1576.0,7162,1021.0,1251.0,6,9,1.0,5.0,1.0,4.0
33011,33,103,422937,8825.0,11060.0,109976,2605.0,2357.0,62451,1513.0,1286.0,70,32,4.0,9.0,1.0,7.0
33013,33,39,153808,2571.0,4269.0,20199,1161.0,1958.0,12376,923.0,1482.0,14,7,3.0,3.0,2.0,1.0
